state,district,year,season,crop,area,production,,,,,,,,,
Andaman and Nicobar Islands,South Andamans,2010,Rabi,Sunflower,1,0.5,,,,,,,,,
Andaman and Nicobar Islands,South Andamans,2010,Rabi,Sweet potato,32,235,,,,,,,,,
Andaman and Nicobar Islands,South Andamans,2010,Rabi,Turmeric,10,105,,,,,,,,,
Andaman and Nicobar Islands,South Andamans,2010,Rabi,Urad,34,15.05,,,,,,,,,
Andaman and Nicobar Islands,South Andamans,2010,Whole Year,Banana,360,5517,,,,,,,,,
Andaman and Nicobar Islands,South Andamans,2010,Whole Year,Coconut,3540,11000000,,,,,,,,,
Andaman and Nicobar Islands,South Andamans,2010,Whole Year,Tapioca,22.5,220,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Arhar/Tur,21400,2600,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Bajra,1400,500,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Castor seed,1000,100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Cotton(lint),7300,9400,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Dry chillies,3700,7100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Groundnut,650800,228400,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Horse-gram,3300,1000,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Jowar,10100,10200,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Korra,2200,700,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Maize,2800,4900,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Moong(Green Gram),1300,500,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Other Kharifpulses,800,100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Ragi,6700,11800,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Rice,35600,75400,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Sugarcane,700,72900,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Sunflower,35900,11100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Kharif,Tobacco,200,200,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Dry chillies,100,100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Gram,28000,14800,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Groundnut,20200,21700,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Horse-gram,600,200,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Jowar,18800,9400,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Korra,100,100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Maize,600,2400,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Ragi,600,1000,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Rice,18000,37300,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Sunflower,30100,11100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1997,Rabi,Wheat,300,200,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Arhar/Tur,27400,9100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Bajra,2600,1900,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Castor seed,3200,1000,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Cotton(lint),14000,12900,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Dry chillies,4000,10000,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Groundnut,755200,867800,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Horse-gram,2300,900,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Jowar,3700,5800,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Korra,4600,3400,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Maize,3300,6700,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Moong(Green Gram),2100,1300,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Other Kharifpulses,2000,300,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Ragi,7000,14900,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Rice,38300,96800,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Kharif,Sunflower,21300,12200,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Dry chillies,200,200,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Gram,26200,25900,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Groundnut,25900,35800,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Horse-gram,700,500,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Jowar,14800,22100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Maize,300,1600,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Ragi,700,1200,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Rice,26600,63900,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Sunflower,13500,3300,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Rabi,Wheat,400,200,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Whole Year,Sugarcane,700,65900,,,,,,,,,
Andhra Pradesh,A0Ntapur,1998,Whole Year,Tobacco,100,100,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Bajra,1635,889,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Castor seed,1880,355,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Cotton(lint),9453,10510,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Groundnut,694865,249457,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Horse-gram,1762,495,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Jowar,11131,14582,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Maize,3358,9540,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Masoor,23117,3861,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Moong(Green Gram),1546,1098,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Ragi,6215,11467,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Rice,37991,105082,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Sesamum,8,2,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Kharif,Urad,4,2,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Bajra,99,54,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Gram,26835,9365,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Groundnut,21785,25358,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Horse-gram,1071,327,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Jowar,21487,30576,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Linseed,12,1,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Maize,455,2203,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Masoor,98,10,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Moong(Green Gram),1,1,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Ragi,734,1180,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Rice,20258,45669,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Safflower,881,145,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Sesamum,10,2,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Rabi,Wheat,439,294,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Whole Year,Dry chillies,5199,5759,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Whole Year,Onion,1770,32364,,,,,,,,,
Andhra Pradesh,A0Ntapur,1999,Whole Year,Sugarcane,884,83126,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Arhar/Tur,30693,7888,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Bajra,2477,1449,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Castor seed,9315,2831,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Cotton(lint),12025,16128,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Dry chillies,3755,10146,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Gram,21,14,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Groundnut,791559,884963,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Horse-gram,601,215,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Jowar,5071,14351,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Korra,1626,1143,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Maize,3475,9049,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Moong(Green Gram),1744,774,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Onion,1103,15470,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Other Kharifpulses,3167,559,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,other misc. pulses,1292,214,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Ragi,6613,16923,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Rice,39905,117680,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Samai,21,5,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Sesamum,5,1,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Small millets,1647,1148,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Sunflower,30606,24590,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Kharif,Urad,135,8,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Arhar/Tur,35,9,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Bajra,317,185,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Dry chillies,71,81,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Gram,33858,22685,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Groundnut,23048,23832,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Horse-gram,377,80,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Jowar,15242,16980,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Korra,96,67,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Linseed,8,2,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Maize,399,2148,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Onion,482,11514,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Ragi,909,1312,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Rice,22099,57236,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Safflower,703,129,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Small millets,96,67,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Urad,363,292,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Rabi,Wheat,520,297,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Whole Year,Arecanut,252,696,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Whole Year,Banana,769,11693,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Whole Year,Coconut,908,3896970,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Whole Year,Coriander,8953,2266,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Whole Year,Potato,4,34,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Whole Year,Sugarcane,284,25395,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Whole Year,Sweet potato,28,379,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Whole Year,Tobacco,89,114,,,,,,,,,
Andhra Pradesh,A0Ntapur,2000,Whole Year,Turmeric,39,272,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Arhar/Tur,27942,7628,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Bajra,1595,526,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Castor seed,3191,900,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Cotton(lint),8552,9055,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Dry chillies,3765,7127,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Gram,16,17,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Groundnut,758700,333828,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Horse-gram,649,60,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Jowar,3900,6720,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Korra,1434,627,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Maize,2667,7129,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Moong(Green Gram),1511,730,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Onion,1165,19232,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Other Kharifpulses,2496,324,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Ragi,5124,12405,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Rice,32878,95609,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Small millets,1434,627,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Sunflower,51610,33580,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Kharif,Urad,487,176,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Arhar/Tur,5,1,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Bajra,27,9,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Dry chillies,108,168,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Gram,47894,50145,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Groundnut,18773,29192,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Horse-gram,417,226,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Jowar,15170,17446,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Linseed,5,1,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Maize,447,2893,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Moong(Green Gram),40,12,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Onion,380,8465,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Other Rabipulses,1,1,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Ragi,544,725,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Rice,38119,108906,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Safflower,3768,528,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Sesamum,2,1,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Urad,127,86,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Rabi,Wheat,307,213,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Whole Year,Arecanut,257,430,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Whole Year,Banana,1582,462,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Whole Year,Coconut,851,3053700,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Whole Year,Coriander,4741,1119,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Whole Year,Sugarcane,490,42470,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Whole Year,Sweet potato,31,411,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Whole Year,Tobacco,111,111,,,,,,,,,
Andhra Pradesh,A0Ntapur,2001,Whole Year,Turmeric,8,40,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Arhar/Tur,33454,6557,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Bajra,1925,581,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Castor seed,2050,416,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Cotton(lint),7638,7144,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Dry chillies,2737,6128,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Groundnut,732262,259953,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Horse-gram,947,140,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Jowar,2906,4545,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Korra,1000,100,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Maize,3541,3431,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Moong(Green Gram),1150,174,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Onion,776,8432,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Other Kharifpulses,490,47,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Ragi,5157,12140,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Rice,29066,66329,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Small millets,919,180,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Soyabean,51,0,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Sunflower,60319,22149,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Kharif,Urad,32,2,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Bajra,129,39,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Dry chillies,83,161,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Gram,54264,20186,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Groundnut,17529,18651,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Horse-gram,1859,688,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Jowar,12676,11497,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Linseed,8,2,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Maize,1288,8933,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Moong(Green Gram),4,1,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Onion,401,7192,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Ragi,417,517,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Rice,10960,20462,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Safflower,2594,340,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Small millets,10,2,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Urad,408,236,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Rabi,Wheat,362,333,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Arecanut,263,379,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Banana,19,1006,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Beans & Mutter(Vegetable),1,5,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Bhindi,126,938,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Brinjal,1026,10162,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Citrus Fruit,788,4000,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Coconut,869,3691149,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Coriander,3914,481,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Cucumber,18,0,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Grapes,111,2075,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Mango,3968,26176,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Orange,13767,112541,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,other fibres,132,0,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Other Fresh Fruits,2418,1552,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Other Vegetables,1767,0,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Papaya,1544,201409,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Pome Fruit,1207,62789,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Potato,2,17,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Sugarcane,329,22481,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Sweet potato,50,540,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Tobacco,51,90,,,,,,,,,
Andhra Pradesh,A0Ntapur,2002,Whole Year,Tomato,3356,16627,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Arhar/Tur,41178,6959,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Bajra,2280,378,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Castor seed,1927,805,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Cotton(lint),4212,4262,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Dry chillies,2920,10702,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Groundnut,670935,187862,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Horse-gram,492,54,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Jowar,12487,30830,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Korra,1245,229,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Maize,6246,10718,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Moong(Green Gram),1216,662,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Onion,846,13250,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Other Kharifpulses,340,15,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Ragi,3353,3547,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Rice,17515,44891,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Samai,245,83,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Small millets,1420,299,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Soyabean,16,18,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Sunflower,74525,29572,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Kharif,Urad,82,51,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Rabi,Bajra,113,19,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Rabi,Dry chillies,91,190,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Rabi,Gram,51461,15438,,,,,,,,,
Andhra Pradesh,A0Ntapur,2003,Rabi,Groundnut,15060,19819,,,,,,,,,
