subdivision,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual,jjas
Jharkhand,1909,32.2,10.1,0.9,78.8,27.2,314,319.9,360.3,267.8,23.4,0,13.3,1447.9,1262
Jharkhand,1910,20.7,9,2.4,24.4,43.7,255.5,268.6,334.5,244.7,84.2,9.4,0.3,1297.6,1103.3
Jharkhand,1911,0.7,0.2,31.5,7.7,25.5,391.6,164.2,410.3,303.5,100.5,39.7,0,1475.4,1269.6
Jharkhand,1912,1.7,25.1,15.2,29.7,42.4,125.2,361.7,347.6,108.7,34.3,51.2,0,1142.9,943.2
Jharkhand,1913,1.9,111.6,40.1,1,77.9,375.5,321.3,383.8,164.3,73.8,18.3,16.3,1585.6,1244.8
Jharkhand,1914,0.1,24.6,19.4,23.6,150.1,123.8,354.4,337,159.5,16.7,0,6.2,1215.5,974.7
Jharkhand,1915,7.7,36.7,33.4,10.7,58.6,149.7,270.2,220.5,214.7,60,39.9,0.1,1102.3,855.1
Jharkhand,1916,0,14.3,0.2,17.1,22.6,283.5,224.9,303.2,231.5,253.2,13.8,0,1364.3,1043.1
Jharkhand,1917,1.7,40.1,17.1,9,107.1,287,359.5,372.8,251.2,277.1,1.2,0.5,1724.4,1270.5
Jharkhand,1918,4.2,2.4,3.6,15.5,78.5,324,149.7,406.7,175.9,1.7,0,0.5,1162.6,1056.3
Jharkhand,1919,102.9,16.2,23.5,19,67.9,367.3,331.8,398.2,215.7,87.4,3.4,0.1,1633.5,1313
Jharkhand,1920,0,19.5,62.6,8.8,41.9,109.4,660.2,321.6,184.7,6.3,0,0,1415,1275.9
Jharkhand,1921,37.1,11,1.4,20.8,12.9,228.2,325.2,391.5,182.8,22.8,0,0,1233.8,1127.7
Jharkhand,1922,8.2,6.2,0,14.5,19.5,305.3,404.7,365.9,250,58.8,9.2,0.9,1443.2,1325.9
Jharkhand,1923,0.7,68.3,5.3,5.1,26.7,186,398.4,552.5,124,46,18.2,0.6,1431.9,1260.9
Jharkhand,1924,23,16.6,1.9,12.2,26.3,148.7,431.8,269.6,323.6,75.1,103.1,0,1431.8,1173.7
Jharkhand,1925,4.7,6.1,12.1,37.1,84.6,196.5,428.3,314,172.5,63.5,7.7,0.5,1327.6,1111.3
Jharkhand,1926,33.5,3.4,95,13.5,41.5,55.7,466.5,391.2,309.6,44.6,2.9,21,1478.4,1223
Jharkhand,1927,27.9,99,31.6,2.9,41.7,92.3,452.5,311.6,156.4,51.4,15.8,0,1283.1,1012.8
Jharkhand,1928,51.4,11.8,3,26.4,48.1,313.4,396.7,213.7,131.7,183.3,0.1,4.4,1384,1055.5
Jharkhand,1929,63.9,15.2,12.7,11.4,29.5,111.4,541.7,412.2,124.6,236.4,0,52.5,1611.5,1190
Jharkhand,1930,0.9,4.3,7.7,18.1,16.5,125.5,506.8,361.4,222.8,44.5,121.1,4.4,1434,1216.5
Jharkhand,1931,7,116.9,18,2.2,37.1,109,357,355.2,201.2,112.7,33.4,0.8,1350.4,1022.3
Jharkhand,1932,0,32.8,4,15,45.8,96.5,374.1,297.8,221.1,50.2,55.5,0.9,1193.8,989.5
Jharkhand,1933,61.2,58.7,8.9,37,94,218.1,366.8,397.3,209.6,74.5,4.1,5.5,1535.6,1191.8
Jharkhand,1934,24,10.3,1.8,13.1,13.6,166.7,324.2,341.4,230.5,55.9,12,3.9,1197.4,1062.8
Jharkhand,1935,35.8,21.7,10,23.4,6.7,120.5,295.8,435.6,200,1.6,0,0.5,1151.6,1051.9
Jharkhand,1936,15.9,18.9,13.5,5.4,93,279.1,378.9,346.2,356.8,135.2,11.4,10.1,1664.3,1361
Jharkhand,1937,0,96.4,4.9,20.7,72.1,186.1,363.2,300.8,276.2,129.6,0.4,0,1450.6,1126.4
Jharkhand,1938,29,36.1,0.2,0.8,102.1,201,269,344.1,200.4,45.1,1.9,0,1229.8,1014.5
Jharkhand,1939,14.7,47.8,41.7,15.4,18.3,237,367.3,378.2,257,139.8,1,1.6,1519.7,1239.5
Jharkhand,1940,0.2,38.1,89.6,15.6,42.3,123.3,339.6,387.3,130.1,41.2,0,24.6,1231.9,980.3
Jharkhand,1941,41.6,4.2,2.5,7,52.3,287.8,357.2,365.3,196.3,164.7,34.6,0.1,1513.5,1206.5
Jharkhand,1942,8.8,61.4,19.9,31.2,22.7,140.5,482.3,433.3,356.2,25.9,5.8,1,1589,1412.3
Jharkhand,1943,76.4,12.5,0.7,34.9,38.9,127.5,452.1,488,245,80.1,0,0,1556.1,1312.5
Jharkhand,1944,34.5,65.3,46.6,29.1,18.7,129.4,368.5,428.3,149,112.5,4.3,0.3,1386.3,1075.1
Jharkhand,1945,45.8,27.4,0.4,25.6,45.2,168.4,276.6,293.1,277.2,144.6,3.2,1.2,1308.7,1015.3
Jharkhand,1946,0,16.1,16.7,68.5,84.1,270.1,329.4,345,253,135.6,34.6,0.1,1553.2,1197.5
Jharkhand,1947,12.1,24.1,45.9,2.8,35.7,143.8,291.1,302.8,253.5,106.2,2.3,14.3,1234.5,991.2
Jharkhand,1948,26.7,18.7,17.7,8.4,47,185.9,386,318,207.3,96.9,89.9,0.2,1402.6,1097.1
Jharkhand,1949,21.8,16.2,15.5,57.4,107.8,187.3,364,384.7,215,66,0,1,1436.7,1151
Jharkhand,1950,1,14.8,31.4,1.9,36.4,318.4,389.6,389.6,173.1,21.1,11.9,3.7,1393,1270.7
Jharkhand,1951,5.1,0.4,48.9,24.2,25.1,177.5,259.1,267,186.1,69.2,9,0,1071.7,889.7
Jharkhand,1952,3.9,10.7,24.2,36,58,210.7,357.7,355.7,237.9,89.7,1.4,1.4,1387.4,1162
Jharkhand,1953,35.3,11,0.8,7.4,28.5,213,440,416.2,314.5,23.4,19.3,0,1509.4,1383.7
Jharkhand,1954,12.4,8.4,4.3,3.5,29.7,160.9,272.2,267.4,257.8,35.3,0.6,7,1059.5,958.3
Jharkhand,1955,43.6,9.8,5.9,5.1,23.9,137.7,347.1,240.5,155.4,96.9,14.8,0.1,1080.8,880.7
Jharkhand,1956,13.9,25.7,50.3,5.8,78.5,259.3,301.6,344.6,312.9,140.9,14.3,7.9,1555.7,1218.4
Jharkhand,1957,56.3,24.7,30.6,2.4,6.5,163.6,498.7,293.2,283,18.2,0,0.2,1377.5,1238.6
Jharkhand,1958,11.5,39.8,20,24.8,12.2,93.6,336.1,263.3,267.2,111.3,0.7,0,1180.5,960.3
Jharkhand,1959,51.6,5.6,5.2,17.5,56.4,188.5,332.6,305.8,363.9,272.8,0,0,1599.9,1190.9
Jharkhand,1960,6.6,0.5,29.3,1.9,32.1,115.6,310.1,432.7,274.6,44.8,0.6,0,1248.8,1133
Jharkhand,1961,8.9,84.3,1,4.6,30,298.6,296.3,358.2,317.2,155.3,1.6,4.6,1560.5,1270.2
Jharkhand,1962,8.2,15,4.3,31.1,26.5,167.4,251.5,265.5,213.5,55.8,0,8.9,1047.7,897.9
Jharkhand,1963,2.8,7.8,9.9,23.3,67.7,171.5,301.6,249,241.3,228.6,11.2,0.2,1315,963.4
Jharkhand,1964,2.2,12.2,4.7,18.9,53.8,200.4,306.4,262,214.4,71.5,3.9,0,1150.3,983.2
Jharkhand,1965,0.8,8.7,26.6,31.3,14.8,113.1,354.6,215.9,206.2,39.2,0.3,0.9,1012.4,889.7
Jharkhand,1966,24.7,3.8,0.2,10.5,22.1,233.2,174.1,263.4,87.9,35.8,15.9,8.1,879.8,758.7
Jharkhand,1967,8.6,1,39.9,24.2,43.7,71.9,283.5,450.8,268.5,19.8,1.1,12.3,1225.3,1074.6
Jharkhand,1968,34.4,9.4,5.5,4.7,22,272.6,351.5,420.5,97.2,71.2,0.5,3.7,1293.4,1141.8
Jharkhand,1969,6.2,4,5,34.7,86.1,130.2,299,337.4,209.4,25.1,20.9,0.1,1158.1,976
Jharkhand,1970,24.3,16.6,28,8.4,29.7,182.4,300,252.8,380.7,67,1.5,0,1291.5,1116
Jharkhand,1971,43.4,24.3,2.1,95.6,83.5,272.3,503.1,526.1,237.5,104,6.7,0.1,1898.6,1539
Jharkhand,1972,8.6,46.5,0.2,9.1,3.2,75.9,248.5,352.7,175.1,54.4,21.6,0.4,996.1,852.1
Jharkhand,1973,10.6,15.2,23.9,7.1,56.4,184.3,224.3,294.6,365.4,245.1,13.7,0.6,1441,1068.5
Jharkhand,1974,2.6,0.5,24.3,3.3,51.9,64.9,334.9,331.7,235,76.6,0.3,1,1127,966.6
Jharkhand,1975,17.2,13.4,26,10.1,30.1,121,477.6,339.2,224.3,102.5,0.1,0,1361.3,1162.1
Jharkhand,1976,0,23.1,7.2,25.2,58.2,107,297.5,263,394.5,9.3,3.2,3.5,1191.8,1062
Jharkhand,1977,19.2,8.1,3.8,47.9,102.5,281.1,458.3,316.4,184.8,50.3,27.3,21.8,1521.5,1240.7
Jharkhand,1978,10.5,50.9,45.3,28.4,33.8,283.7,252.8,341.1,376.5,114.3,7,12,1556.1,1254
Jharkhand,1979,22.4,38.7,6.1,19.5,6.1,129.1,286,174.9,134.2,36.1,18.7,11,882.8,724.3
Jharkhand,1980,13.6,14.9,37.1,21,40,273.7,350.7,281.2,232.1,73.8,0,2.3,1340.6,1137.8
Jharkhand,1981,40.7,33.5,20.1,40.9,94.9,143.3,355.3,226.4,189.5,6.1,3.1,13.4,1167.2,914.5
Jharkhand,1982,8.4,23.6,77.3,30.9,33.4,183.9,180.8,358.7,118.1,52.7,15.7,1.8,1085.3,841.5
Jharkhand,1983,4.3,33.1,9.9,44.4,83.3,131.8,280,240.6,308.8,110.7,0.2,14.7,1261.7,961.2
Jharkhand,1984,33.4,26.2,1.6,14.1,31,479.6,350.4,387.3,155.8,50.2,0.1,0.1,1529.9,1373.2
Jharkhand,1985,19.1,9.1,1.6,8.8,48.2,131.2,338,312.6,216.6,153.7,0.5,0.9,1240.3,998.3
Jharkhand,1986,6.9,21.2,3.8,25,74.8,253,352.2,212.9,188.5,128.2,31.1,37.9,1335.6,1006.6
Jharkhand,1987,5.9,10.1,10.9,30.3,44.9,93.1,410.8,371.1,299.1,19.7,31.4,5.4,1332.7,1174.1
Jharkhand,1988,3.1,37.1,42.2,23.7,23.6,303.6,273.5,276.1,127.8,38.7,2.6,1.6,1153.7,981.1
Jharkhand,1989,1.9,0.3,2.8,0.1,66.4,246,285.6,258.9,219,39.6,8.6,19.7,1149,1009.5
Jharkhand,1990,0.8,48,22.2,15.4,90.6,197.4,430.7,230.8,226,128.1,14.2,0.3,1404.2,1084.8
Jharkhand,1991,19.3,8,31.1,11.2,33.7,171.3,252.9,384,274,29.4,1.9,34.2,1250.9,1082.2
Jharkhand,1992,2.3,6.1,0.6,8.8,51.8,129.8,295.7,265.2,148.5,22.5,1.6,0.3,933,839.2
Jharkhand,1993,1.7,2,16.1,32,50.5,203.2,214.4,245.9,372.4,49.6,16.2,0,1204,1035.9
Jharkhand,1994,17.7,23.8,0.6,20,29.2,391.3,451.6,360.7,162.8,118.9,2.7,0.1,1579.4,1366.3
Jharkhand,1995,13.7,9.7,22.4,4.3,30.3,134.2,312.3,301.5,395.9,37.5,84.7,20.1,1366.5,1143.9
Jharkhand,1996,17.1,24.4,4.9,8,18.5,302.7,274.1,384.3,133.6,23.9,0.1,0,1191.7,1094.8
Jharkhand,1997,9.5,3.7,1.5,29.4,25.2,230.4,400.5,431.6,199.6,54.3,39,36.6,1461.3,1262.1
Jharkhand,1998,76.3,20.6,54.1,33.8,45.5,109.9,302.4,263.2,288.6,132.3,26.3,0.7,1353.8,964.1
Jharkhand,1999,0.6,0.1,0.1,1.5,95.4,240.2,416,373.1,315.8,140.6,3.3,0.2,1586.9,1345.1
Jharkhand,2000,3.6,21.2,6.3,19.6,67.7,185.3,358.4,152.8,356.9,19.1,0.4,0.2,1191.5,1053.4
Jharkhand,2001,1.9,4,30,14,57.4,324.7,354.6,219.4,132.8,115.5,0.2,0,1254.4,1031.5
Jharkhand,2002,9,5.4,10.7,11.5,38.7,184.9,186.8,277.4,253.4,55,1.3,0.8,1034.9,902.5
Jharkhand,2003,3.3,30.5,33.6,17.9,21.5,152.4,247.5,245.1,224,255.5,6.2,7.4,1245,869
Jharkhand,2004,5.5,2.7,3.1,41,31.1,184.4,200.7,327,211.5,128.1,0.1,1.6,1136.6,923.5
Jharkhand,2005,22.1,17.5,17.7,9.6,23.5,157.2,266.4,214.5,141.5,83.1,1.3,6.1,960.4,779.5
Jharkhand,2006,0.3,0.2,22.4,15.7,107.4,198.3,447.1,337.2,298.7,24.6,7.4,0,1459.5,1281.4
Jharkhand,2007,1.7,48.4,25.5,22.3,58.1,125.4,430.4,353.6,324.7,39.6,7.6,0,1437.3,1234.1
Jharkhand,2008,19.4,3.6,6.2,10.7,42.9,366.3,377.9,310.5,152.9,34,1,0,1325.3,1207.7
Jharkhand,2009,1.8,0.8,2,0.8,78.1,62.7,266.6,248,248.8,82.2,4,0.5,996.1,826.1
Jharkhand,2010,0.2,2.3,0.9,6.3,29.2,92.6,170.2,155.1,160.5,55.1,4.7,20,697.1,578.4
Jharkhand,2011,3.3,2.5,6.4,25.4,55,349,181.8,403.2,324.6,23.3,0,0.1,1374.7,1258.7
Jharkhand,2012,34.6,10.3,1.5,9.6,6.6,121.1,287.2,282.4,217.6,37.8,48.6,7.6,1065,908.3
Jharkhand,2013,1.1,17.9,1.6,22.3,85,181.5,211.1,278.1,173.8,281.1,0,0,1253.6,844.5
Jharkhand,2014,9.9,47.5,22.9,1.9,98.2,139.7,321.3,290.9,178.2,44.9,0,1.2,1156.6,930.1
Jharkhand,2015,12.2,2.6,21.6,55.5,25.5,183.3,429.7,240.7,85.1,22.7,0.2,2.7,1081.8,938.8
Jharkhand,2016,12.6,7.6,17.5,1,72.8,122.9,301,395.6,287.5,45.6,0,0,1264,1107
Jharkhand,2017,5.1,0.1,4.5,6.1,55.9,116,492.1,246,134,103.4,2.3,0.2,1165.8,988.2
Bihar,1901,51.8,19.6,11.9,1.1,65.6,66.3,245.9,319.4,155.1,8.3,7.3,0.1,952.3,786.7
Bihar,1902,4.6,0.7,24.3,17.3,66.3,118.2,361,225.5,358.7,28.5,1.1,0,1206.2,1063.4
Bihar,1903,5.3,4.7,2,4.7,28.2,192.9,115,342.6,173.9,147,0.1,0,1016.3,824.4
Bihar,1904,6.3,1.7,3.5,5.3,118.7,191.6,394.4,351.3,84.4,98.1,10.6,3.8,1269.5,1021.8
Bihar,1905,16,30.1,32.6,21.4,77.5,50.5,409.1,495.3,353.9,11.6,0,0.6,1498.5,1308.8
Bihar,1906,14.4,56.9,8.6,0.9,44.7,191.3,366.2,430.1,118.7,32.9,0.4,0,1265.1,1106.2
Bihar,1907,1.3,55.2,39.4,27,32.9,232.2,282.4,242.2,206.9,4.8,0,2.1,1126.4,963.8
Bihar,1908,14.7,38.6,6.1,2.2,36.7,94,202.3,167.3,149.9,25.4,0,0.3,737.5,613.6
Bihar,1909,7,6.3,0,72.8,25.8,446,256.2,352.4,175.4,43.1,0,5.6,1390.5,1229.9
Bihar,1910,2.4,4.8,6.6,5.7,51.5,279.5,365.1,328.8,258.5,73.8,21.7,0,1398.5,1232
Bihar,1911,9.4,0.1,28.2,13.1,41.7,312.3,199,425.5,279.1,122.8,17.8,0,1449.2,1216
Bihar,1912,5.5,8.5,23.9,25.4,62.7,146.8,362.4,302.9,104.7,14,72.6,0,1129.4,916.9
Bihar,1913,0,38,18.1,1.4,106.1,379.9,258.8,363,270.3,61,0.5,32.8,1529.7,1272
Bihar,1914,0.2,22.7,8,29,77,84.4,269.1,460.4,98.4,10.1,0,0.6,1059.8,912.3
Bihar,1915,8.2,57.1,22.5,6.4,72.5,149.1,321.3,415,185.1,75.3,36.7,0.3,1349.4,1070.4
Bihar,1916,0.6,16.5,0.3,25.3,25.1,270.3,445.6,325.2,265.2,130.1,0.4,0,1504.6,1306.3
Bihar,1917,2.7,19.7,7.9,5.8,103.3,227.8,328.7,249.3,272.1,116.5,0,0.2,1334.1,1077.9
Bihar,1918,0.6,0.1,1.8,29.5,105.4,251.6,240.3,519.2,254.4,8.6,0.1,0,1411.7,1265.5
Bihar,1919,40.2,7.7,3.8,11.6,42.3,195,417.8,230.1,244.8,58.6,0,0.7,1252.7,1087.9
Bihar,1920,0,19.2,31,2.6,28.8,108.9,361.6,228.5,337.6,5.6,0,0,1123.9,1036.6
Bihar,1921,26.8,0.6,6.5,21.2,26.3,132.4,303.8,422,295.8,37,0,0,1272.2,1153.9
Bihar,1922,12.2,4.6,0,9.6,22,345.8,427.3,363.5,241.3,15.7,0.7,6.5,1449.2,1377.9
Bihar,1923,1.3,35.1,1.5,13.5,38.1,171.7,253.9,243.2,148.9,74.4,0.7,0.4,982.8,817.8
Bihar,1924,2.5,12.7,1.8,8.8,14.8,170.6,514,295.7,320.3,53.1,61.7,0.2,1456.3,1300.6
Bihar,1925,7.7,1.8,7.7,52.9,38.6,130.4,322.9,331.5,269.4,17.6,11,0,1191.5,1054.2
Bihar,1926,16.3,0.6,29.7,12.8,47,48.1,451.5,276,211.6,17.6,1.8,8.7,1121.8,987.2
Bihar,1927,24.2,36.4,31.9,3.1,52.9,115.9,301.5,242.7,231.4,21.5,38.6,0.2,1100.2,891.5
Bihar,1928,41.2,21.5,0.1,18.3,54.3,208,377.2,272.9,83.3,164.3,0.9,7.6,1249.8,941.5
Bihar,1929,51.6,1.1,11.4,16.2,33.1,190.2,328.8,326.3,124.7,231.4,0,44.4,1359.2,970.1
Bihar,1930,11.6,7.6,13.6,6.6,28.6,144.6,298.2,247.8,290.9,30.4,24,10.4,1114.3,981.5
Bihar,1931,1.3,32.4,11.4,1.6,27.5,75.9,441.3,218.8,248.2,76.1,11.2,0.7,1146.3,984.2
Bihar,1932,0,8.2,0.5,14.8,26.6,152.1,164.3,249.3,191.2,32.4,78.7,8.9,926.9,756.8
Bihar,1933,28.3,13.1,0.7,62.1,90.3,197,377.3,377.8,167.8,77.6,0.3,0.3,1392.6,1119.8
Bihar,1934,30.1,13.7,3,9.1,22,165.5,432.6,251.3,231.2,55.2,9.8,2.8,1226.1,1080.6
Bihar,1935,21,19.6,0.6,0.7,21.9,127.9,193.8,481.7,370.3,2.6,0.1,0.1,1240.4,1173.7
Bihar,1936,7.7,6.9,4.6,7.7,84.3,188.9,462.2,261.5,449.2,88.8,0.4,10.3,1572.5,1361.9
Bihar,1937,0,66.3,0.8,10.7,80,113.6,217.9,441.8,179.3,194.6,0.3,1.1,1306.4,952.6
Bihar,1938,12.4,17,0,2.9,115.5,382.4,362.1,385.1,201.4,27.1,0.8,0,1506.7,1331
Bihar,1939,5,42.3,11.3,1.7,41.5,230.4,315,277.1,262,56.9,0,0,1243.2,1084.5
Bihar,1940,0.9,43.8,65.5,5,31.9,114.6,317.6,314.9,171.6,4.9,0,17.5,1088.3,918.7
Bihar,1941,16.2,2.8,0.7,4.6,67.1,177.7,248.8,466,190.2,47.8,1.1,0,1223.1,1082.7
Bihar,1942,34.4,43.5,14.7,18.2,28.1,174.7,253.5,330.4,347.2,7,0,0.9,1252.5,1105.7
Bihar,1943,34.7,16.9,0.2,40.7,37,169.8,296,322.1,215.4,37,0,0,1169.9,1003.3
Bihar,1944,27.3,32.6,42,34.1,21.9,223.9,253.5,322.8,221.3,48.5,0.2,0.8,1228.8,1021.5
Bihar,1945,50.7,24,1.4,32.4,57.8,120.5,226.9,265.6,305.5,154.8,0,3.2,1242.9,918.6
Bihar,1946,0,21.3,5,52.3,88.6,168.7,354.7,267.8,271.8,148.7,14.9,0,1393.7,1062.9
Bihar,1947,5.6,5.6,10.2,7.5,57.7,89.4,394.4,244.6,215.3,61.5,0.1,0.3,1092.1,943.7
Bihar,1948,11.1,7.5,3.6,11.3,46.3,114.6,409,329.8,248.9,81,36.2,0,1299.2,1102.2
Bihar,1949,16.5,42.8,5.7,35.5,93.1,200.2,341.7,386.5,217.9,103.4,1.1,0,1444.4,1146.3
Bihar,1950,9.8,11.8,22.1,2.2,43.3,346.5,257,313.3,113.4,3,0.1,2.1,1124.6,1030.1
Bihar,1951,7.3,1.5,5.8,8.2,22.8,144.5,307.8,204.5,114.3,28.7,4.7,0.1,850.2,771.1
Bihar,1952,1.1,10.3,20.1,24.6,57,272.5,212.5,291.9,297.7,15.4,3.4,0.4,1206.8,1074.5
Bihar,1953,29.7,4.2,8.7,16.7,37.4,224.7,431.8,263.3,342.2,18.4,0.9,0.8,1378.7,1262
Bihar,1954,12.5,8.4,0.8,0.6,40.9,166.6,366.1,308.6,129.5,15.1,0.2,1.3,1050.5,970.7
Bihar,1955,20,6.7,2.3,11.9,28.2,172.5,505.7,268.7,192.2,35.7,0.3,0.1,1244.2,1139
Bihar,1956,19.3,4.7,9.6,5.3,75.4,319.4,200.6,286.3,359.8,168.8,36,8.1,1493.4,1166.2
Bihar,1957,75.2,2.8,11.6,0.5,1.3,115.6,334.5,295.8,115.2,11.6,0,2.7,966.9,861.2
Bihar,1958,16,2.7,4.7,26.4,16.1,120.7,222.8,451.1,224.2,81.5,0.7,0.6,1167.4,1018.8
Bihar,1959,81.2,1.5,9.4,18.6,35.7,132.3,245.8,264.2,157.1,233.8,0,0.1,1179.6,799.3
Bihar,1960,1.4,0.1,42.7,5.2,49.9,117.6,357.4,285.5,348.1,37.9,2,0,1247.9,1108.7
Bihar,1961,11.7,35.8,1.4,2,33.9,239.7,211.6,317.5,157.5,236,0.8,10.1,1258.1,926.3
Bihar,1962,13,7.8,9.5,20.8,38.8,156.4,244.3,395.4,216.3,72.5,0,3.2,1178.1,1012.4
Bihar,1963,3.4,1.7,9.4,17.5,78.9,154,375.4,273.5,255.7,138.7,17.8,0.2,1326.1,1058.6
Bihar,1964,1.4,3.3,2.4,21.9,59.3,134.7,453.6,157.7,219,66.3,2.7,0,1122.5,965.1
Bihar,1965,0.4,1.2,15.7,7.1,7.7,98.8,302.2,328.3,215,22.2,1.8,2.4,1002.7,944.3
Bihar,1966,21.2,6.9,0.1,0.9,39.5,114.5,155.5,308.3,83.1,18.3,17.1,1.6,767,661.5
Bihar,1967,0.2,0.1,38.6,30.6,23.6,80.7,278.2,282.1,253.8,10.3,0.1,1.5,999.9,894.8
Bihar,1968,29.1,1.7,7,3,17.3,261.8,329.6,293.1,79.2,113.3,0,4.9,1140.1,963.7
Bihar,1969,5.2,9.3,9.7,20.7,64.4,193.1,348.4,379.4,219.1,15.3,23.6,0.3,1288.6,1140.1
Bihar,1970,22.1,13.4,3.2,17.9,39.2,194.6,284.2,235.6,229.5,34.5,0.4,0,1074.7,944
Bihar,1971,17.3,14.6,5.1,91.4,81.5,278,307,367.9,129.2,138.6,1.9,0,1432.6,1082.2
Bihar,1972,12.9,38,2.7,3.2,3.4,56.7,163.4,154.9,209.7,48.4,24.6,0,717.9,584.7
Bihar,1973,22.9,10.2,3.8,4.4,65,200.9,185.1,258.9,271.4,158.2,8.3,0,1189,916.3
Bihar,1974,3.9,0.7,21.9,9.9,39.1,129.4,451.6,317.5,229.2,28,0.3,3.7,1235.2,1127.7
Bihar,1975,9.1,4.1,12,11,34.4,143.2,403.1,155.2,245.3,51.7,0,0,1069.1,946.7
Bihar,1976,2.3,12.4,0.9,8.9,80.1,147.1,221,292.8,372.6,22.4,0.7,0.5,1161.7,1033.4
Bihar,1977,5.3,2.9,1.3,17,83.7,102.5,375.5,266,121,147.1,8.1,17.3,1147.5,865
Bihar,1978,13.4,27.8,16.8,24.5,51.8,190.4,313.6,252.6,248.6,142.8,4.8,3.7,1290.8,1005.2
Bihar,1979,23.4,19.4,2.3,21.3,6.2,90.6,435.5,166.1,113,88.5,25.2,10.3,1001.9,805.2
Bihar,1980,4.7,2.4,9.5,7.9,80.9,160.2,389.9,375.3,190.5,29.5,0.2,1,1252.2,1115.9
Bihar,1981,31.3,5.7,14.3,47.9,86.3,107.9,580.1,311.3,168.8,1,6.1,3.9,1364.7,1168.1
Bihar,1982,4.4,6.1,28.2,14.7,31,222.4,227.2,164.5,170.5,42.1,21.5,1,933.5,784.6
Bihar,1983,13.1,1.7,8,45,81.1,101.2,353.8,195.8,220.6,69.9,0,14.1,1104.2,871.3
Bihar,1984,28.6,33.9,1.3,11.2,65.6,353.4,476.4,216.9,219,15.4,1.5,3,1426.2,1265.8
Bihar,1985,8.8,0.5,0.5,8,69.2,163.2,481.5,238,289,188,1.2,7.1,1455,1171.7
Bihar,1986,1.1,13.9,0.5,16,94.3,168.4,395.7,263.5,221.1,124.2,1.3,22.1,1322.1,1048.6
Bihar,1987,0.7,3.7,5.4,37.7,40.1,143.6,452,539.8,379.7,52.8,2.7,2.3,1660.4,1515.1